informed_pct,n_seeds,final_pnl_mid_mean,final_pnl_mid_se,final_pnl_fair_mean,final_pnl_fair_se,fills_mean,fills_se,max_abs_inventory_mean,max_abs_inventory_se,sharpe_mean,sharpe_se,markout1_mean,markout1_se,markout5_mean,markout5_se,markout20_mean,markout20_se,effective_spread_mean,effective_spread_se,realized_spread_mean,realized_spread_se,adverse_selection_mean,adverse_selection_se,kyle_lambda_mean,kyle_lambda_se,vpin_mean,vpin_se
0,12,3889.3333333333335,172.79925002175446,4024.1666666666665,175.00436502492667,871.9166666666666,34.17811153473533,6.333333333333333,0.1421338109037403,0.0021327116666666666,0.00026427482889240724,-0.4697276666666667,0.7387234781111546,-0.4768230833333333,0.7494669763352775,-0.548453,0.7608286908416296,3.6732225,0.010127322264547522,3.50079,0.008587205422586404,0.17243533333333336,0.003992417419751517,0.018791033333333332,0.00018530369026617522,0.025194141666666666,0.0013507156942097755
15,12,3758.1666666666665,1967.0958783049812,-827.1666666666666,3009.3434067748053,934.5,247.92944072005162,43.5,4.788717801438939,0.00014190433333333328,0.0017334201472845845,-1.15830425,0.5405230010615858,-1.0826339416666666,0.5221604584840643,-1.0398384166666668,0.5800660559499323,24.42976,4.2878403720385085,7.195710833333333,1.616845273831513,17.23404775,4.068652360007576,0.79785795,0.19191093691744035,0.1808275,0.011084323460102642
30,12,834.5833333333334,1642.2288321812753,517.75,2762.3145628834855,182.33333333333334,33.167922924281996,50.083333333333336,1.6070787224657106,0.0005442159166666665,0.0014815784985996302,-1.7381828516666664,0.7673212630711514,-1.620836,0.7018373227786415,-1.4220450833333336,0.7719212077926821,40.29078333333333,8.249462410398682,-9.050210833333333,3.4604046294156117,49.34101666666667,11.696517837664034,2.93093475,0.7157925367905053,0.1947115,0.008054847644948558
